,aq1_1,aq1_2,aq2_1,aq2_2,aq3_1,aq3_2,aq4_1,aq4_2,aq5_1,aq5_2,aq6_1,aq6_2,aq7_1,aq7_2,aq8_1,aq8_2,aq9_1,aq9_2,aq10_1,aq10_2,aq11_1,aq11_2,aq12_1,aq12_2,aq13_1,aq13_2,aq14_1,aq14_2,aq15_1,aq15_2,aq16_1,aq16_2,aq17_1,aq17_2,aq18_1,aq18_2,aq19_1,aq19_2,aq20_1,aq20_2,aq21_1,aq21_2,aq22_1,aq22_2,aq23_1,aq23_2,aq24_1,aq24_2,aq25_1,aq25_2,aq26_1,aq26_2,aq27_1,aq27_2,aq28_1,aq28_2,aq29_1,aq29_2,aq30_1,aq30_2,aq31_1,aq31_2,aq32_1,aq32_2,aq33_1,aq33_2,aq34_1,aq34_2,aq35_1,aq35_2,aq36_1,aq36_2,aq37_1,aq37_2,aq38_1,aq38_2,aq39_1,aq39_2,aq40_1,aq40_2,aq41_1,aq41_2,bq1,bq2,bq3,bq4,bq4_1a,bq4_1b,bq4_1c,bq5,bq5_1,bq6,bq7,bq8_1,bq8_2,bq8_3,bq9,bq10,bq11,bq12_1,bq12_2,bq12_3,bq12_4,bq12_5,bq13,bq14,bq15_1,bq15_2,bq15_3,bq16,bq17,bq18_1,bq18_2,bq18_3,bq18_4,bq18_5,bq18_6,bq18_7,bq19,bq20,bq21,bq22,bq23,bq24_1,bq24_2,bq24_3,bq24_4,bq24_5,bq24_6,bq24_7,bq24_8,bq25,bq26,bq27,bq28,bq29,bq32,bq35,bq36,bq37,bq38,bq38_1,bq39_1,bq39_2,bq40,bq41,knowcode
40,3,3,3,3,3,3,1,0,3,4,3,3,3,4,3,3,3,4,2,4,2,2,3,3,3,3,3,2,2,2,3,3,4,4,3,4,1,0,2,2,3,5,3,5,1,0,3,5,3,4,3,3,4,5,3,4,1,0,4,5,3,4,4,5,3,4,3,4,3,4,2,3,1,0,2,4,1,0,2,2,3,4,19,1,3,2,없음,없음,없음,2,0,4,4,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,2,2,2,6,25.0,2,2,1,2,2,2,2,2,3,3,4,4,2,없음,4,1,35,3,전자,1,1,1,3500,885101
41,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,5,1,0,1,0,1,0,4,6,4,6,2,4,1,0,2,4,1,0,2,5,1,0,1,0,1,0,1,0,1,0,2,4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,4,1,0,1,2,없음,없음,없음,2,0,7,1,3,2,1,4,3,3,4,3,3,3,3,3,3,2,4,2,1,3,3,2,1,3,3,2,3,2,1,2,6,20.0,2,2,2,2,2,2,2,2,4,4,3,2,1,농업,3,1,72,1,없음,2,6,0,5000,901201
42,2,3,2,3,2,2,3,4,2,3,2,3,2,2,2,2,2,3,3,4,2,2,3,4,2,2,2,3,4,5,4,5,2,3,2,3,2,2,3,4,4,5,3,4,2,3,2,3,2,2,3,4,2,2,4,5,3,4,2,3,2,2,3,4,2,2,4,5,3,4,2,4,2,3,2,2,3,3,3,4,2,3,9,1,2,1,조리,없음,없음,1,5,6,4,4,4,3,3,3,3,4,4,3,4,4,3,3,2,3,3,3,2,2,2,1,2,2,2,2,4,2,4,3,10.0,2,2,2,1,2,2,2,2,3,3,3,3,2,없음,2,1,32,3,식품,1,1,1,3000,531401
43,2,2,4,5,2,3,2,2,4,5,5,6,2,2,4,5,3,3,2,2,2,2,4,5,2,2,4,5,1,0,4,5,3,4,4,5,2,2,4,5,3,4,2,3,3,3,4,5,4,5,3,3,1,0,4,5,3,4,5,6,1,0,4,5,1,0,1,0,1,0,1,0,1,0,2,2,1,0,1,0,3,4,3,1,2,2,없음,없음,없음,1,5,5,1,2,2,2,3,3,3,4,3,3,4,4,3,2,3,2,2,3,3,3,4,4,3,3,3,3,3,3,3,1,10.0,2,2,2,2,2,2,2,2,3,3,3,2,3,없음,3,1,57,1,없음,1,1,1,3900,822301
44,4,5,3,3,4,5,4,5,1,0,1,0,4,5,4,5,3,4,3,4,4,6,3,4,3,4,2,2,3,4,1,0,2,2,4,5,1,0,4,6,3,4,1,0,1,0,4,5,4,3,3,3,2,2,3,4,2,3,1,0,1,0,4,5,3,4,2,2,3,3,3,4,2,4,3,4,1,0,1,0,3,4,19,1,1,1,미용,없음,없음,1,5,4,2,3,2,2,4,4,2,3,4,3,3,3,3,3,2,3,2,3,2,1,2,2,1,2,1,2,3,2,3,5,5.0,2,2,1,2,1,1,2,1,3,3,4,2,2,없음,3,2,50,2,상업,1,3,1,2500,511301
45,5,3,3,6,5,5,5,4,3,4,3,4,2,2,2,3,3,4,4,4,2,3,4,5,3,3,5,6,4,5,5,6,3,4,5,5,3,3,4,5,3,4,5,6,4,6,4,4,2,3,5,4,4,5,5,5,4,3,5,5,3,4,5,5,2,2,3,4,3,4,2,2,2,2,3,4,2,2,1,0,2,3,10,1,3,2,없음,없음,없음,1,3,7,2,3,3,2,3,3,3,3,3,4,4,4,2,2,3,2,3,4,3,2,4,5,4,4,3,3,2,4,1,2,70.0,1,1,1,1,2,1,2,2,4,3,3,2,3,없음,3,1,38,4,신문방송,1,1,1,3800,136002
46,2,2,2,2,2,3,3,4,1,0,1,0,1,0,3,4,1,0,2,3,1,0,4,5,1,0,2,2,2,3,4,6,4,6,4,5,1,0,3,3,1,0,5,5,1,0,4,4,3,3,3,4,1,0,3,4,4,4,3,5,4,4,1,0,3,4,2,3,4,4,3,5,4,4,3,5,1,0,1,0,1,0,3,1,4,2,없음,없음,없음,2,0,1,2,3,2,3,3,2,3,2,3,3,3,3,2,1,4,3,2,3,3,4,4,3,3,2,3,3,2,3,2,2,35.0,1,2,1,2,2,2,2,2,4,5,2,1,1,없음,1,1,48,3,화학,1,1,1,5300,851201
47,2,3,3,4,2,3,1,0,1,0,1,0,1,0,1,0,1,0,2,2,1,0,3,4,1,0,1,0,2,2,3,4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,19,1,1,1,미용,없음,없음,2,0,7,2,4,4,3,4,4,4,3,4,5,4,4,4,4,2,3,3,4,1,3,4,4,3,3,2,3,5,3,4,4,25.0,2,2,1,1,2,2,2,2,4,4,4,4,2,없음,3,2,22,2,고졸,1,1,1,1300,511501
48,1,0,1,0,1,0,3,3,2,2,3,3,3,3,1,0,1,0,1,0,1,0,3,3,1,0,3,3,2,2,3,3,2,2,3,3,1,0,3,3,3,3,2,3,1,0,2,2,1,0,3,3,2,2,2,2,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,2,2,1,0,1,0,1,0,3,1,2,2,없음,없음,없음,2,0,5,2,3,3,3,3,2,2,2,2,3,3,3,2,1,2,2,3,3,3,3,4,3,3,4,4,4,2,4,2,2,35.0,1,1,1,2,2,2,2,2,3,3,3,3,2,없음,2,1,53,3,전자,1,1,1,4000,822301
49,3,3,4,3,4,6,2,4,4,5,4,4,3,4,5,4,3,4,5,5,3,4,3,4,3,3,3,2,4,3,2,2,3,4,5,3,3,4,1,0,2,4,2,2,3,2,5,5,4,3,2,5,2,3,3,4,4,4,3,4,3,3,4,3,4,3,2,3,3,3,3,2,2,2,3,3,5,4,3,3,2,3,17,1,1,1,간호,없음,없음,1,1,2,2,3,3,2,4,4,2,1,1,2,2,1,2,2,3,3,3,2,2,3,4,4,4,3,4,4,3,2,3,5,20.0,2,1,2,1,1,2,2,2,4,4,3,4,2,피부관리사,4,2,25,4,미용,1,1,1,1680,307501
50,4,6,4,6,4,5,3,4,3,4,4,5,4,5,4,5,4,5,3,4,4,5,4,5,4,5,4,5,4,6,4,5,3,4,3,4,4,5,4,6,4,6,4,5,3,4,4,5,4,5,4,5,4,5,3,4,3,4,3,4,4,5,4,5,3,4,4,5,4,6,4,5,4,5,4,5,4,5,3,4,4,5,6,1,2,1,없음,없음,없음,2,0,4,5,5,4,4,4,5,4,4,4,3,4,4,4,3,2,4,4,4,3,4,3,5,4,2,2,2,3,2,3,2,40.0,1,1,1,1,1,1,1,1,3,4,3,3,3,없음,3,2,26,4,디자인,1,1,1,2800,415301
51,5,6,5,7,5,7,1,0,1,0,4,6,4,5,5,6,5,6,5,7,4,4,5,7,5,5,4,2,5,6,1,0,1,0,1,0,4,5,1,0,1,0,1,0,1,0,5,6,5,7,4,5,5,5,5,5,2,2,5,7,4,5,3,5,4,5,5,3,2,5,4,3,1,0,1,0,2,2,1,0,1,0,11,1,3,1,자산,없음,없음,1,4,6,5,4,5,4,4,5,3,2,2,4,5,4,2,3,1,5,5,4,3,4,3,2,4,2,4,4,2,3,2,4,20.0,2,1,2,1,2,1,1,1,4,5,5,5,4,은행원,4,1,35,4,화학,1,2,1,5000,31101
52,2,3,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,4,1,0,1,0,2,3,4,5,4,5,2,3,1,0,2,3,1,0,2,4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,3,1,0,3,4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,3,1,0,1,2,없음,없음,없음,2,0,5,1,3,2,2,4,3,3,3,3,3,3,3,2,1,2,3,2,1,2,5,3,2,3,3,3,3,3,2,3,1,10.0,2,2,2,2,2,2,2,2,3,3,3,1,1,목수,2,1,78,1,없음,2,6,0,4200,901201
53,3,4,3,4,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,4,4,5,4,5,4,5,3,4,4,4,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,4,4,4,4,5,4,5,4,5,3,3,4,5,4,5,3,4,4,5,4,5,3,4,4,5,4,4,3,4,4,5,19,1,1,1,자산,없음,없음,2,0,7,4,3,2,2,3,3,2,4,5,5,4,4,3,3,3,2,3,3,3,4,3,4,4,4,3,4,2,4,2,4,40.0,2,1,1,2,2,2,2,2,3,4,3,3,3,없음,3,1,35,4,기계,1,1,1,2900,832101
54,3,4,3,3,2,3,1,0,2,2,2,2,3,2,1,0,2,2,3,3,2,1,3,3,1,0,2,2,2,1,3,4,2,3,1,0,3,3,1,0,1,0,1,0,1,0,3,3,2,2,2,3,3,3,4,4,4,5,2,2,3,3,2,4,3,3,2,2,3,3,1,0,3,3,2,2,1,0,1,0,1,0,16,5,2,1,교육,없음,없음,2,0,2,2,4,4,4,4,4,3,2,2,4,3,3,3,3,2,4,4,3,3,4,2,3,4,3,2,3,4,2,4,5,10.0,2,1,2,2,2,2,2,1,4,4,4,3,3,없음,2,2,42,4,교육,1,3,1,2400,232101
55,3,5,3,4,3,4,3,5,3,4,2,5,3,4,1,0,3,5,3,5,4,5,3,5,3,5,3,4,3,4,3,5,3,5,3,5,3,5,3,5,3,4,3,4,3,5,3,5,3,5,3,3,2,4,3,4,3,4,3,5,3,4,3,4,3,4,3,5,3,5,3,5,2,4,3,5,3,5,2,4,3,4,13,1,1,2,없음,없음,없음,2,0,7,4,4,3,3,4,4,4,3,3,4,4,3,3,3,3,2,2,2,1,2,2,2,3,3,3,3,2,3,2,5,40.0,1,1,1,1,1,1,2,2,4,3,3,3,2,없음,3,2,26,3,없음,1,1,1,2300,415503
56,2,2,3,5,3,5,2,2,3,3,2,2,2,2,2,2,2,2,2,2,1,0,2,2,2,2,1,0,1,0,3,5,3,5,3,5,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,4,1,0,3,5,2,2,1,0,1,0,1,0,1,0,2,3,1,0,1,0,1,0,1,0,1,0,1,0,1,0,9,1,1,2,없음,없음,없음,2,0,2,2,4,4,3,3,2,2,4,3,4,4,4,4,4,2,4,4,4,4,3,3,2,2,3,2,2,2,2,3,1,10.0,1,1,1,2,1,1,2,2,4,4,3,4,2,판매직,3,2,50,2,인문,1,1,1,2500,532301
57,4,5,4,5,3,5,4,4,4,5,3,5,3,5,4,4,3,5,5,5,1,0,3,4,3,4,3,4,4,4,2,3,2,4,3,4,4,4,3,4,1,0,3,5,3,4,3,4,4,5,4,5,3,5,4,5,3,4,3,5,2,3,3,4,3,4,4,4,1,0,4,4,3,4,2,3,3,4,1,0,4,5,8,4,1,1,도선,해기사,없음,2,0,6,5,5,4,4,4,4,4,4,3,3,4,4,5,4,2,4,4,5,3,4,4,4,5,2,3,5,3,2,3,6,10.0,2,2,2,2,2,2,2,2,4,5,5,5,3,선장,3,1,56,4,없음,2,6,0,16000,621202
58,5,6,3,4,5,6,1,0,1,0,3,4,2,3,5,7,5,7,5,6,5,6,2,2,5,6,4,6,5,7,2,2,1,0,1,0,4,6,1,0,3,4,1,0,1,0,5,6,5,7,3,4,4,5,4,5,2,2,4,5,5,7,4,6,4,4,4,6,4,5,4,5,4,5,5,6,5,6,3,4,3,3,15,2,5,2,없음,없음,없음,2,0,7,5,4,5,5,4,4,4,4,3,4,4,4,3,3,2,4,4,4,5,4,4,2,2,4,2,4,3,1,3,1,0.0,2,2,2,2,2,2,2,2,3,3,2,3,2,없음,3,1,68,5,관광,1,1,1,14000,11101
59,3,4,4,4,4,5,1,0,3,6,1,0,3,4,3,4,3,4,4,5,2,3,3,4,3,3,3,5,4,6,1,0,1,0,1,0,3,4,1,0,1,0,1,0,1,0,3,4,4,5,3,4,4,5,3,4,2,2,3,5,4,5,4,5,2,2,2,2,2,2,1,0,2,2,3,4,3,4,1,0,1,0,15,1,6,1,항공,없음,없음,1,4,7,5,5,4,4,2,3,3,4,4,4,4,4,4,4,4,4,3,3,3,4,4,3,3,3,3,3,4,1,3,1,0.0,2,2,2,2,2,2,2,2,5,5,4,4,2,없음,2,1,35,4,항공,1,1,1,4000,621401
60,3,4,3,4,3,4,1,0,2,2,1,0,2,3,4,5,3,5,3,4,2,3,3,4,4,5,3,4,4,5,2,1,1,0,1,0,3,5,1,0,1,0,1,0,1,0,3,4,3,5,4,5,3,4,3,4,2,2,2,3,4,4,4,5,2,2,3,4,2,2,3,4,2,2,2,2,3,4,2,2,3,5,7,4,1,2,없음,없음,없음,1,1,7,1,2,3,4,4,3,4,2,3,3,3,2,2,3,2,3,3,3,4,2,3,4,4,3,3,3,2,3,2,3,40.0,2,2,2,2,2,2,2,2,2,3,2,2,3,개인사업,2,1,60,2,없음,2,6,0,1800,616201
61,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,2,2,3,3,3,3,3,3,2,2,3,3,2,2,3,3,2,2,3,3,2,2,3,3,1,0,3,3,2,2,3,3,2,2,3,3,2,2,3,3,2,2,4,6,2,2,3,3,2,3,2,2,3,3,2,2,3,3,2,2,3,3,7,1,1,1,바리스타,없음,없음,1,4,4,2,3,3,3,3,3,3,3,3,4,3,3,4,4,3,3,3,3,2,3,1,3,4,3,3,3,5,4,5,3,50.0,2,2,1,2,2,2,2,2,3,3,3,3,4,요리사,3,1,42,2,전기,2,5,0,4000,531701
62,2,1,1,0,2,3,1,0,1,0,2,2,2,3,2,3,2,3,2,1,1,0,2,1,1,0,1,0,2,3,2,2,1,0,1,0,2,3,1,0,1,0,1,0,1,0,3,3,1,0,2,3,2,1,2,2,1,0,1,0,2,1,1,0,2,2,2,2,1,0,2,2,2,1,1,0,1,0,1,0,1,0,3,1,2,2,없음,없음,없음,2,0,2,4,3,2,3,2,3,2,2,2,3,4,4,2,3,2,3,2,2,2,2,3,3,2,4,2,3,2,3,1,2,50.0,1,1,1,2,2,1,2,1,3,3,3,3,3,없음,4,1,48,4,없음,1,1,1,4500,872301
63,4,5,3,4,3,5,3,3,4,6,4,5,2,4,3,5,2,4,4,4,4,5,3,4,5,3,2,4,3,5,4,3,3,4,4,4,3,2,2,3,3,4,4,4,4,5,4,4,4,4,4,5,3,3,5,6,3,4,4,5,3,4,4,5,3,4,3,4,3,4,4,6,2,4,4,4,3,5,3,3,4,4,9,1,1,1,조리,없음,없음,2,0,5,1,4,3,2,5,5,5,4,5,4,5,5,4,4,2,5,5,4,4,3,3,3,3,3,2,2,4,2,2,4,20.0,1,1,1,1,1,2,2,2,4,4,4,4,4,주부,2,2,56,2,인문,2,5,0,1800,531201
64,1,0,1,0,1,0,4,5,1,0,1,0,1,0,1,0,1,0,3,3,1,0,3,5,1,0,1,0,1,0,4,4,3,6,4,4,1,0,4,4,3,6,4,6,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,1,4,2,없음,없음,없음,1,3,3,2,2,2,2,4,4,2,4,3,4,4,4,3,2,3,4,4,4,4,3,4,2,2,4,2,2,2,3,2,2,5.0,1,2,1,2,2,2,2,2,4,4,3,4,2,택시기사,4,1,46,2,고졸,1,1,1,3400,882201
65,4,5,4,4,3,6,2,3,3,3,4,6,4,6,3,6,4,5,3,5,4,4,3,5,4,5,4,6,5,5,4,6,3,5,4,5,2,1,3,5,4,5,4,5,4,4,5,6,5,6,4,6,3,5,3,5,4,4,4,6,5,5,4,6,3,5,4,5,3,5,1,0,5,5,4,6,3,5,4,6,3,5,8,1,6,2,없음,없음,없음,1,3,5,4,5,4,4,4,5,3,4,3,4,5,4,4,5,2,3,3,4,3,4,2,5,4,3,2,4,2,4,4,4,30.0,2,1,1,1,1,1,1,1,4,5,4,5,2,없음,2,2,30,4,항공,1,1,1,3000,522101
66,3,5,3,5,3,5,3,5,4,6,2,3,3,4,4,4,4,5,4,5,3,5,3,5,4,5,3,5,3,4,4,5,3,5,3,4,4,4,3,4,3,5,4,4,3,5,4,4,3,5,3,5,3,4,3,4,4,4,3,5,4,5,3,4,4,4,4,4,3,5,3,5,4,4,4,5,3,6,4,5,3,5,8,1,4,2,없음,없음,없음,1,1,4,5,4,3,4,4,4,3,3,4,3,4,4,2,2,3,4,3,3,3,3,3,2,4,4,3,4,3,2,2,3,15.0,2,1,2,2,1,1,2,2,3,3,4,3,3,없음,3,1,46,4,경영,1,1,1,6000,28203
67,2,3,5,5,4,5,2,4,2,3,2,3,1,0,1,0,1,0,1,0,1,0,2,3,2,3,2,3,3,4,5,5,5,5,2,3,1,0,2,3,1,0,1,0,1,0,2,3,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,19,4,1,2,없음,없음,없음,2,0,4,1,3,2,2,3,4,2,2,3,3,3,3,3,3,4,2,2,2,2,2,1,1,2,2,2,2,3,2,3,1,10.0,2,2,2,2,2,2,2,2,3,3,2,3,1,없음,2,1,67,2,기계,2,6,0,6000,901501
68,3,4,4,5,2,3,4,5,3,4,1,0,1,0,2,2,1,0,1,0,4,5,4,5,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,3,4,5,1,0,2,2,1,0,2,2,2,3,2,3,1,0,1,0,1,0,1,0,3,4,3,4,1,0,2,3,3,4,3,4,1,0,1,0,1,0,6,1,6,1,건축,없음,없음,1,4,6,5,4,4,4,4,4,2,3,3,4,4,3,4,3,2,4,3,4,3,3,2,1,4,2,1,4,3,3,2,5,30.0,2,2,2,2,2,2,2,2,4,3,4,3,3,없음,2,1,39,4,기계,1,1,1,4300,151101
69,3,3,3,3,3,4,3,3,3,4,2,3,2,2,1,0,1,0,1,0,1,0,2,2,1,0,2,2,2,2,1,0,3,4,3,3,1,0,3,4,1,0,3,3,4,5,3,4,1,0,3,3,1,0,2,2,1,0,1,0,1,0,1,0,1,0,2,2,2,2,1,0,2,2,1,0,1,0,1,0,1,0,3,1,4,1,없음,전기,없음,1,4,2,2,3,3,2,3,3,2,3,3,2,4,3,3,3,4,3,3,2,2,3,4,2,2,4,3,3,2,3,2,2,30.0,1,1,1,2,2,2,2,2,3,3,2,4,2,없음,3,1,26,2,전기,1,1,1,2300,835201
70,3,4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,4,5,3,5,2,3,1,0,2,3,1,0,3,3,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,3,3,2,1,0,1,2,없음,없음,없음,2,0,7,1,2,2,1,4,3,1,3,3,3,3,3,3,3,3,3,3,2,2,5,1,2,2,3,4,3,2,2,3,6,15.0,2,2,2,2,2,2,2,2,4,4,2,2,1,주부,2,2,54,1,없음,2,6,0,4000,901201
71,3,4,2,2,2,2,1,0,1,0,2,2,3,4,3,4,3,4,3,4,5,6,3,4,3,5,4,5,4,6,3,5,1,0,1,0,2,2,1,0,1,0,1,0,1,0,3,4,2,3,4,5,3,4,4,4,3,2,3,3,3,4,4,5,2,2,3,3,2,3,1,0,2,2,2,2,3,4,1,0,1,0,18,4,1,2,없음,없음,없음,2,0,7,5,4,4,4,4,4,4,3,3,4,4,4,3,3,2,4,4,2,2,4,4,4,4,2,3,4,2,3,2,4,30.0,2,2,2,2,2,2,2,2,3,3,4,4,3,없음,3,2,44,4,음악,2,6,0,3000,414602
72,3,2,2,4,1,0,1,0,1,0,1,0,3,2,3,2,3,2,2,2,1,0,3,2,2,3,1,0,3,4,1,0,2,1,1,0,3,4,1,0,2,1,1,0,1,0,3,4,2,2,2,2,2,2,2,2,2,2,3,4,1,0,1,0,2,1,2,3,2,3,2,3,1,0,1,0,1,0,1,0,1,0,3,1,2,2,없음,없음,없음,2,0,7,4,4,3,3,3,4,3,3,4,4,4,3,3,3,3,3,3,3,2,3,3,2,3,3,2,3,3,2,3,5,5.0,2,2,2,2,2,2,2,2,3,3,3,2,2,없음,3,2,28,4,식품,1,1,1,2800,872301
73,2,4,4,5,2,4,3,5,2,4,4,5,2,5,3,4,3,3,3,5,4,4,4,5,4,4,3,3,3,4,4,5,4,6,4,5,2,3,3,3,4,5,3,4,2,4,4,4,2,4,2,4,2,4,3,5,3,4,2,4,4,4,3,5,2,4,2,3,2,4,3,4,2,3,3,3,3,3,3,4,2,2,3,1,2,2,없음,없음,없음,2,0,4,2,2,1,1,3,3,4,3,4,4,4,4,2,2,4,2,2,2,2,2,3,1,3,4,4,3,2,3,2,4,50.0,2,1,1,1,2,2,2,2,3,3,3,3,2,없음,3,1,28,4,디자인,1,1,1,2300,852101
74,3,3,3,3,3,4,3,3,3,4,2,2,2,2,1,0,1,0,1,0,1,0,2,2,1,0,2,2,2,2,1,0,3,4,3,3,1,0,3,3,1,0,3,4,4,5,3,3,1,0,3,3,1,0,2,2,1,0,1,0,1,0,1,0,2,2,2,2,2,2,2,2,2,2,1,0,1,0,1,0,1,0,3,1,4,1,전자,전자,없음,1,4,2,2,3,3,3,3,3,2,3,3,2,4,3,3,3,4,3,3,3,3,3,4,2,2,4,2,3,4,3,4,2,20.0,1,1,1,2,2,2,2,2,4,4,2,4,2,없음,3,1,27,2,전자,1,1,1,2800,835201
75,3,4,3,5,3,4,2,2,1,0,3,4,1,0,2,2,2,2,1,0,3,2,3,3,3,4,2,3,2,2,1,0,1,0,1,0,4,5,1,0,1,0,1,0,1,0,2,2,3,4,2,2,2,2,3,5,1,0,2,2,3,4,2,2,2,2,2,2,1,0,3,3,1,0,1,0,2,2,1,0,1,0,19,3,2,2,없음,없음,없음,1,6,6,4,3,4,3,4,4,4,3,3,3,4,4,4,4,2,5,5,3,4,2,2,1,2,2,3,2,4,3,4,3,30.0,2,1,1,1,2,2,2,1,3,4,4,4,3,영업직,3,1,41,4,없음,1,1,1,3100,414301
76,5,5,5,6,5,6,1,0,5,6,4,5,5,6,5,6,5,6,5,6,5,6,5,7,5,4,5,6,5,6,1,0,1,0,1,0,3,4,1,0,1,0,1,0,1,0,5,4,5,6,5,6,5,5,5,6,5,6,4,6,5,4,3,4,3,4,4,3,3,3,3,3,3,3,4,4,2,1,1,0,3,1,11,1,3,1,자산,금융,없음,1,6,6,5,5,5,5,3,5,5,4,4,4,4,4,3,3,1,5,5,5,3,4,2,2,1,1,1,2,4,2,3,1,10.0,2,2,2,2,2,1,2,2,4,5,5,4,4,없음,2,1,31,4,기계,1,1,1,6000,31101
77,3,5,3,5,4,4,3,4,4,6,4,5,3,5,3,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,3,4,3,4,3,4,3,4,3,4,3,4,3,5,3,5,4,5,3,5,4,5,4,5,3,4,3,4,3,4,3,4,3,4,3,5,3,4,3,5,4,4,4,4,3,4,4,4,3,4,1,0,1,2,없음,없음,없음,2,0,6,2,4,3,3,3,4,2,4,3,3,3,3,4,4,3,2,3,3,4,4,4,3,3,4,3,3,2,2,2,2,40.0,2,2,2,2,2,2,2,2,4,4,4,4,2,회사원,3,1,47,3,없음,2,6,0,5000,902101
78,4,5,4,5,4,6,3,5,4,5,4,5,4,5,4,5,4,6,4,6,3,4,4,5,3,4,2,2,3,4,1,0,1,0,1,0,2,3,1,0,1,0,1,0,1,0,3,4,3,5,4,5,3,4,4,5,2,3,3,4,3,4,1,0,3,3,4,5,3,4,3,3,3,4,3,4,3,4,1,0,3,4,11,1,4,1,없음,회계,없음,1,2,5,5,3,3,3,4,3,4,3,3,3,3,3,3,3,2,4,4,4,3,4,3,3,3,3,2,3,2,2,3,6,0.0,2,1,2,2,2,2,2,2,4,3,4,3,3,영업직,2,1,46,4,경제,1,1,1,5000,31302
79,5,6,4,6,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,6,4,6,4,6,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,6,4,6,4,5,4,5,4,5,4,5,4,6,4,6,4,6,4,5,4,5,4,5,4,5,4,5,4,5,4,6,4,5,4,5,4,5,7,1,2,2,없음,없음,없음,2,0,2,1,3,3,3,4,4,3,3,3,4,4,4,3,4,4,3,3,3,3,4,4,3,3,3,3,3,3,3,3,1,20.0,2,1,1,1,2,2,2,2,4,4,4,4,3,주부,4,2,59,2,고졸,1,1,1,3800,615501
80,5,6,4,6,3,5,5,5,3,5,4,4,3,5,3,5,4,4,3,5,3,3,4,5,3,5,3,5,4,6,4,5,3,5,4,5,4,4,5,7,4,6,4,5,4,4,4,4,4,5,5,6,4,6,4,5,3,4,4,5,4,5,5,7,4,6,3,4,2,2,4,5,3,4,3,4,3,5,1,0,4,5,8,4,1,1,도선,해기사,없음,2,0,5,5,5,4,5,5,4,3,4,3,3,4,4,3,3,2,4,4,4,3,3,3,4,2,3,2,3,3,2,3,5,5.0,2,2,2,2,2,2,2,2,4,3,4,3,3,선장,3,1,57,4,항해,2,6,0,12000,621202
81,5,6,5,5,5,5,1,0,4,4,4,5,4,5,4,5,3,5,4,5,5,5,5,5,4,5,4,5,4,5,5,5,5,5,1,0,3,3,2,2,2,2,1,0,1,0,4,5,4,5,5,6,5,6,4,5,4,5,4,5,4,5,2,3,5,5,5,6,5,6,5,5,4,5,4,5,3,4,3,4,3,4,19,3,2,2,없음,없음,없음,1,6,6,5,4,4,3,4,4,3,1,3,3,4,3,4,4,2,4,4,4,3,2,2,2,4,4,4,4,2,3,2,4,20.0,2,1,1,2,2,2,2,2,4,4,3,4,2,없음,4,1,48,5,없음,1,1,1,2500,416103
82,3,5,3,3,3,4,2,2,2,2,2,3,2,3,2,3,2,3,3,5,2,3,1,0,3,4,2,3,2,2,4,6,3,5,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,5,3,4,3,4,2,2,2,2,2,4,1,0,1,0,1,0,2,2,1,0,2,2,1,0,1,0,20,1,2,2,없음,없음,없음,2,0,3,2,3,3,3,4,4,3,4,3,3,4,4,2,2,2,4,3,2,4,2,3,2,3,3,3,2,2,2,3,1,10.0,2,2,2,2,2,2,2,2,3,3,3,3,3,없음,3,2,54,2,인문,1,3,2,3700,550201
